NOSE_X,NOSE_Y,LEFT_EAR_X,LEFT_EAR_Y,RIGHT_EAR_X,RIGHT_EAR_Y,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,LEFT_HIP_X,LEFT_HIP_Y,RIGHT_HIP_X,RIGHT_HIP_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_PINKY_X,LEFT_PINKY_Y,RIGHT_PINKY_X,RIGHT_PINKY_Y,LEFT_INDEX_X,LEFT_INDEX_Y,RIGHT_INDEX_X,RIGHT_INDEX_Y,LEFT_THUMB_X,LEFT_THUMB_Y,RIGHT_THUMB_X,RIGHT_THUMB_Y,action
-0.18952040057439756,-1.3129010062738502,-0.09328823266556949,-1.3220049498056625,-0.2995560642624573,-1.292032631391945,0.06030412127094241,-0.9981800503705429,-0.42711649359270276,-0.9628017321906492,0.0,0.0,-0.3183626544905635,0.008844932970690339,0.40707452901575847,-1.2391933661564654,-0.7789092827326602,-1.1535505395783228,0.07870043473107993,-1.436724362562656,-0.4432778437977452,-1.3969419055453092,-0.020333894219129282,-1.4842277073026877,-0.3388232770739066,-1.4594202008480346,-0.04611660320557123,-1.3286887854960965,-0.3259320235594621,-1.2935356499872759,-0.026679198562131377,-1.4248132090506487,-0.35570097071777995,-1.3829246376967226,7.0
-0.18225378583148247,-1.3145507271965964,-0.08821174070896559,-1.3260132380425573,-0.2965762066478771,-1.2970971059641418,0.06461829645487764,-0.997910053944377,-0.4256871098040803,-0.9617980316758976,0.0,0.0,-0.3180687497073296,0.009114632321580723,0.42388919985109913,-1.2182174752582249,-0.7840433723044871,-1.1395828484922024,0.1000545085991868,-1.4227367151739205,-0.4469170402142038,-1.3911973407873772,0.004391855011790911,-1.474816497316943,-0.3429501597371462,-1.4581169640060605,-0.0239344865000379,-1.3253257393785034,-0.3281439674884228,-1.2983659450382428,-0.005218047562513548,-1.4147093700601991,-0.35716342423541825,-1.3819899085430858,7.0
-0.15847627888869428,-1.322949127018106,-0.07148400473042583,-1.3386556623943282,-0.28276596503496804,-1.3173280397367149,0.07129289296590136,-0.9974554242734622,-0.4176380398930942,-0.9640193704554908,0.0,0.0,-0.30727479810379016,0.005035544848931599,0.4383345434644571,-1.1898576434718098,-0.7767653619944807,-1.10456646413484,0.12043443154568274,-1.3886401439375842,-0.4506874676073365,-1.3593132432031778,0.01669796517663639,-1.4432848008090315,-0.3489703821972604,-1.4361413232149498,-0.011435087380584566,-1.2892018411878028,-0.33193311859470664,-1.271503991266196,0.009028079732730603,-1.3876541673262626,-0.3608096059217794,-1.363587392778733,7.0
-0.17036790482069622,-1.3152865546316062,-0.07995708771112067,-1.3297072829202827,-0.28942635299854735,-1.2990961020806038,0.06885874545958574,-0.9976264196450152,-0.4199295400264974,-0.9656069674990905,0.0,0.0,-0.3098823218214372,0.00784978255407566,0.419097726461646,-1.2138438439949955,-0.7810310807214059,-1.1481778493343464,0.09609388944151068,-1.4146571089712707,-0.4439305784141776,-1.3853853918839942,3.593450660271964e-05,-1.4676728022355863,-0.33733427735157967,-1.4455304711831458,-0.029355079120051853,-1.3038423176600908,-0.3227079294071053,-1.279087005948762,-0.00814709542714062,-1.4028960360497793,-0.35400005910933374,-1.3722065621510222,7.0
-0.17446713852763995,-1.3167224774893465,-0.07962163896866689,-1.3356430927494818,-0.2955498553078467,-1.3203753279469674,0.061493899777745,-0.9981074592898926,-0.4183277347234174,-0.9668955647938335,0.0,0.0,-0.30944108804468806,0.006515825133879199,0.4071020577222907,-1.1604365332811593,-0.7713001992058794,-1.0762663579219909,0.0940908271550522,-1.376332446521152,-0.4563988873026086,-1.339167380872722,-0.0016913622707540063,-1.4381000225556329,-0.35870101408444843,-1.418019896050989,-0.028202905811091018,-1.2793335903672909,-0.3458895849448947,-1.2503644610440559,-0.005914567448698671,-1.381274120629625,-0.37383566611600855,-1.3436773635643482,7.0
-0.17591194558861814,-1.3076319000857404,-0.08647070883355357,-1.328751439720822,-0.29711727854001974,-1.300100245919693,0.05675276971387034,-0.9983882627163665,-0.42174662115096695,-0.9614187698193195,0.0,0.0,-0.3080321932977672,0.009840504262596228,0.4026421328113802,-1.202519333409799,-0.7757912376202616,-1.1462705861467517,0.0771601402639538,-1.4016104268587615,-0.4351035128142917,-1.3827246680423295,-0.016154236046493676,-1.4542116874748938,-0.34020012066889066,-1.4340430748126223,-0.04445663958607884,-1.2864705728750165,-0.3275746352111853,-1.2635877953588417,-0.026877373031057146,-1.3848363005629483,-0.3558673460113314,-1.3589342347115547,7.0
-0.17540383380350463,-1.287040316618004,-0.09315187621751328,-1.3200482792466173,-0.289871291623336,-1.2913225105574346,0.053132089276960184,-0.9985874929564585,-0.41635522714515827,-0.961276456617529,0.0,0.0,-0.2957445628602077,0.011523308171560076,0.3758645553484371,-1.2481905719661517,-0.7620154256670563,-1.175878257330719,0.04010059310722885,-1.427077548801923,-0.42480654452460637,-1.4113014527719707,-0.0524784700918347,-1.4728065239538495,-0.33417041425162053,-1.4576725172123388,-0.07735107326609551,-1.2939935709925876,-0.3189253716983468,-1.2870529607484011,-0.06130785181465048,-1.4002057681215418,-0.34412526891461087,-1.3880231727064023,7.0
-0.1762090686176756,-1.2947006003338304,-0.09546404972472596,-1.326167226464993,-0.2936972136490933,-1.2956352929569444,0.049128919590489456,-0.998792445536044,-0.4186896883636563,-0.9654586665501723,0.0,0.0,-0.29831156691965083,0.011801003934444828,0.38356640492375016,-1.1977444395296515,-0.7657568801875558,-1.1600644854370508,0.07733838943437661,-1.413075490100946,-0.44187676259144393,-1.3927406357509189,-0.005279703003833242,-1.461807141061487,-0.345316511570202,-1.4379175429286004,-0.03956108365943082,-1.283968960467419,-0.32823163103038766,-1.2573571549976508,-0.02466967337815809,-1.3947617265599637,-0.35533451410416855,-1.3667303627351228,7.0
-0.17442446314796844,-1.3035689066456473,-0.09300154038681466,-1.3265250503781374,-0.29674862741059665,-1.3008522859084284,0.046782394998386705,-0.9989051043608772,-0.419801361714531,-0.9670207872280988,0.0,0.0,-0.29961766198408396,0.007221505812818236,0.3877148895981577,-1.1682008636711008,-0.7699321497644059,-1.1423100405856592,0.0815865029774343,-1.3781775822589246,-0.4392611233419475,-1.3768613995967243,-0.007256116756924867,-1.4371152828203915,-0.3450133956100645,-1.431869887894555,-0.038265589104170016,-1.2613095239631393,-0.32916245331676064,-1.2475603747560875,-0.021715370389851604,-1.3758513014290537,-0.35641828176488827,-1.359716994115704,7.0
-0.17641013511226422,-1.2969848540302154,-0.09768985994245749,-1.3223058467299118,-0.29778015175334477,-1.2918387539491512,0.0440916032546845,-0.999027492375676,-0.41945757727324423,-0.9659105215172521,0.0,0.0,-0.3006021613916936,0.00784792232736401,0.3782707847897812,-1.2016703032218943,-0.7675559581272375,-1.1508779022131364,0.06446938766794273,-1.3968281238091345,-0.44642559671292004,-1.3849269602782703,-0.021381071037271188,-1.45089900472029,-0.35035577575802224,-1.4368191363807148,-0.052439040827555926,-1.2696326702223113,-0.3358806674313933,-1.2574246781944003,-0.03552168600236554,-1.3813938378732,-0.36309409163052925,-1.3647688503658923,7.0
